자전거보관소명,소재지도로명주소,소재지지번주소,위도,경도,보관대수,설치년도,설치형태,차양막설치여부,공기주입기비치여부,공기주입기유형,수리대설치여부,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
독립문역 2번출구,서울특별시 종로구 통일로 252 (무악동),서울특별시 종로구 무악동 42,37.574810,126.957800,5,2014,단독형,N,N,,N,02-2148-3277,종로구 교통행정과,2020-07-10,3000000,서울특별시 종로구
대신중고교,서울특별시 종로구 사직로 7 (행촌동),서울특별시 종로구 행촌동 206-29,37.572560,126.961100,14,2005,휀스형,N,Y,수동식,N,02-2148-3277,종로구 교통행정과,2020-07-10,3000000,서울특별시 종로구
세검정초교 후문 육교 하부,"서울특별시 종로구 세검정로9길 1, 서울세검정초등학교 (신영동)",서울특별시 종로구 신영동 219-4 서울세검정초등학교,37.603400,126.960900,10,2015,휀스형,N,N,,N,02-2148-3277,종로구 교통행정과,2020-07-10,3000000,서울특별시 종로구
청량초 옆보행자도로 쉼터,먼우금로,,37.3873922,126.6605083,4,,기타, ,N,,N,032-749-8725,인천광역시 연수구청,2020-07-14,3520000,인천광역시 연수구
솔안공원,원인재로,,37.3873922,126.6605083,2,,거치형, ,N,,N,032-749-8724,인천광역시 연수구청,2020-07-14,3520000,인천광역시 연수구
연성중학교옆보행자도로 쉼터,원인재로,,37.3873922,126.6605083,7,,기타, ,N,,N,032-749-8723,인천광역시 연수구청,2020-07-14,3520000,인천광역시 연수구
부수지공원,원인재로,,37.3873922,126.6605083,2,,기타, ,N,,N,032-749-8722,인천광역시 연수구청,2020-07-14,3520000,인천광역시 연수구
연성중학교옆보행자도로 쉼터,원인재로,,37.3873922,126.6605083,2,,기타, ,N,,N,032-749-8721,인천광역시 연수구청,2020-07-14,3520000,인천광역시 연수구
선학역 사거리어린이공원,경원대로,,37.3873922,126.6605083,1,,기타, ,Y,,N,032-749-8720,인천광역시 연수구청,2020-07-14,3520000,인천광역시 연수구
청학동푸르뫼모자복지시설,청솔로,,37.3873922,126.6605083,2,,거치형, ,N,,N,032-749-8719,인천광역시 연수구청,2020-07-14,3520000,인천광역시 연수구
예인떡집,경기도 부천시 길주로 137,경기도 부천시 상동 538-4,37.506039,126.757639,5,,기타,N,N,,N,032-625-5884,경기도 부천시청,2019-05-28,3860000,경기도 부천시
임금님쌀,경기도 부천시 길주로 125,경기도 부천시 상3동 538-7,37.506106,126.756304,5,,기타,N,N,,N,032-625-5884,경기도 부천시청,2019-05-28,3860000,경기도 부천시
가나베스트타운빌딩,경기도 부천시 상동로 87,경기도 부천시 상동 544-4,37.505164,126.752406,10,,기타,N,N,,N,032-625-5884,경기도 부천시청,2019-05-28,3860000,경기도 부천시
BYC 옆,경기도 부천시 길주로 74,경기도 부천시 상2동 548-7,37.505268,126.750267,10,,기타,N,N,,N,032-625-5884,경기도 부천시청,2019-05-28,3860000,경기도 부천시
상동중 앞,경기도 부천시 부흥로19,경기도 부천시 상2동 572-3,37.497986,126.745051,10,,기타,N,N,,N,032-625-5884,경기도 부천시청,2019-05-28,3860000,경기도 부천시
석천중 앞,경기도 부천시 계남로71,경기도 부천시 상3동 526-7,37.509754,126.757035,20,,기타,N,N,,N,032-625-5884,경기도 부천시청,2019-05-28,3860000,경기도 부천시
동물사랑병원 앞,경기도 부천시 도약로39,경기도 부천시 상3동 524-4,37.512451,126.753823,8,,휀스형,N,N,,N,032-625-5884,경기도 부천시청,2019-05-28,3860000,경기도 부천시
상동 그랜드프라자,경기도 부천시 상동로 83,경기도 부천시 상2동 544-5,37.506325,126.754852,10,,기타,N,N,,N,032-625-5884,경기도 부천시청,2019-05-28,3860000,경기도 부천시
상동 가나베스트타운,경기도 부천시 상동로 87,경기도 부천시 상2동 544-4,37.505164,126.752406,5,,기타,N,N,,N,032-625-5884,경기도 부천시청,2019-05-28,3860000,경기도 부천시
상동 비잔티움,경기도 부천시 상동로 91,경기도 부천시 상3동 534-6,37.506292,126.752501,5,,기타,N,N,,N,032-625-5884,경기도 부천시청,2019-05-28,3860000,경기도 부천시
역곡남부역 앞,,경기도 부천시 괴안동128-7,37.485059,126.812374,135,1996,기타,Y,Y,수동식,N,032-625-6392,경기도 부천시청,2019-05-28,3860000,경기도 부천시
역곡 홈플러스 앞,경기도 부천시 경인로 532,경기도 부천시 괴안동129-1,37.484807,126.814255,28,2010,기타,N,N,,N,032-625-6392,경기도 부천시청,2019-05-28,3860000,경기도 부천시
범박동 주민센터,경기도 부천시 범안로129번길 17,경기도 부천시 범박동 155-4,37.470843,126.809766,8,2003,거치형,N,Y,태양광식,N,032-625-6392,경기도 부천시청,2019-05-28,3860000,경기도 부천시
역곡3동 주민센터,경기도 부천시 부광로8번길 53,경기도 부천시 괴안동 108-1,37.482757,126.810132,18,2009,거치형,N,Y,수동식,N,032-625-6392,경기도 부천시청,2019-05-28,3860000,경기도 부천시
양지공원,,경기도 부천시 괴안동 251-7,37.476511,126.813538,10,,휀스형,Y,N,,N,032-625-4853,경기도 부천시청,2019-05-28,3860000,경기도 부천시
상도중 후문,경기도 부천시 장말로159,경기도 부천시 상동418-1,37.494384,126.760331,23,,거치형,N,N,,N,032-625-5513,경기도 부천시청,2019-05-28,3860000,경기도 부천시
부천여고,경기도 부천시 석천로16번길 37,경기도 부천시 상동314,37.489678,126.761607,27,,거치형,N,N,,N,032-625-5513,경기도 부천시청,2019-05-28,3860000,경기도 부천시
부천중학교,경기도 부천시 심중로75번길 64,경기도 부천시  중동777,37.490403,126.769162,180,,거치형,N,N,,N,032-625-5513,경기도 부천시청,2019-05-28,3860000,경기도 부천시
상동초등학교,경기도 부천시 부흥로70,경기도 부천시 상동391-1,37.496848,126.750141,70,,휀스형,N,N,,N,032-625-5513,경기도 부천시청,2019-05-28,3860000,경기도 부천시
국민은행,경기도 부천시 부흥로173,경기도 부천시 중동679-3,37.496673,126.762217,18,,거치형,N,N,,N,032-625-5513,경기도 부천시청,2019-05-28,3860000,경기도 부천시
군포역,경기도 군포시 군포역1길 27,경기도 군포시 당동 134-1,37.353577,126.948468,204,2002,기타,Y,Y,기타,N,031-390-0426,군포시청 건설과,2020-10-23,4020000,경기도 군포시
금정역,경기도 군포시 군포로 750,경기도 군포시 금정동 613,37.372212,126.943404,313,2002,기타,Y,Y,기타,N,031-390-0426,군포시청 건설과,2020-10-23,4020000,경기도 군포시
수리산역,경기도 군포시 번영로 385,경기도 군포시 산본동 1231-1,37.350201,126.925563,48,2002,기타,Y,Y,수동식,N,031-390-0426,군포시청 건설과,2020-10-23,4020000,경기도 군포시
당정역,경기도 군포시 당정역로 91,경기도 군포시 당정동 938,37.343769,126.948389,171,2002,기타,Y,Y,기타,N,031-390-0426,군포시청 건설과,2020-10-23,4020000,경기도 군포시
산본역,경기도 군포시 번영로 504,경기도 군포시 산본동 1231,37.358028,126.932995,319,2002,기타,Y,Y,기타,N,031-390-0426,군포시청 건설과,2020-10-23,4020000,경기도 군포시
문화예술회관,경기도 군포시 고산로 599,경기도 군포시 산본동 1101,37.366018,126.927896,39,2002,기타,Y,Y,수동식,N,031-390-0426,군포시청 건설과,2020-10-23,4020000,경기도 군포시
중앙도서관,경기도 군포시 수리산로 79,경기도 군포시 산본동 1152,37.355471,126.915892,50,2002,기타,Y,Y,기타,N,031-390-0426,군포시청 건설과,2020-10-23,4020000,경기도 군포시
산본도서관,경기도 군포시 광정로 96,경기도 군포시 산본동 1122,37.360688,126.928891,28,2002,기타,Y,Y,기타,N,031-390-0426,군포시청 건설과,2020-10-23,4020000,경기도 군포시
군포1동주민센터,경기도 군포시 군포로 531,경기도 군포시 당동 751-15,37.353662,126.945491,10,2002,기타,Y,Y,수동식,N,031-390-0426,군포시청 건설과,2020-10-23,4020000,경기도 군포시
군포2동주민센터,경기도 군포시 고산로 263,경기도 군포시 당동 871-1,37.346238,126.943051,10,2002,기타,Y,Y,수동식,N,031-390-0426,군포시청 건설과,2020-10-23,4020000,경기도 군포시
산본1동주민센터,경기도 군포시 고산로724번길 13,경기도 군포시 산본동 73-26,37.373316,126.938395,10,2002,기타,Y,Y,기타,N,031-390-0426,군포시청 건설과,2020-10-23,4020000,경기도 군포시
산본2동주민센터,경기도 군포시 고산로 663,경기도 군포시 산본동 1065-1,37.369893,126.932653,10,2002,기타,Y,Y,수동식,N,031-390-0426,군포시청 건설과,2020-10-23,4020000,경기도 군포시
금정동주민센터,경기도 군포시 금산로 35,경기도 군포시 금정동 705-5,37.365309,126.939327,13,2002,기타,Y,Y,수동식,N,031-390-0426,군포시청 건설과,2020-10-23,4020000,경기도 군포시
광정동주민센터,경기도 군포시 광정로 106,경기도 군포시 산본동 1120-2,37.361902,126.927934,10,2002,기타,Y,Y,수동식,N,031-390-0426,군포시청 건설과,2020-10-23,4020000,경기도 군포시
오금동주민센터,경기도 군포시 고산로 406,경기도 군포시 금정동 871-13,37.351013,126.929501,10,2002,기타,Y,Y,수동식,N,031-390-0426,군포시청 건설과,2020-10-23,4020000,경기도 군포시
수리동주민센터,경기도 군포시 수리산로 38,경기도 군포시 산본동 1151-7,37.355916,126.921054,40,2002,기타,Y,Y,수동식,N,031-390-0426,군포시청 건설과,2020-10-23,4020000,경기도 군포시
시청,경기도 군포시 청백리길 6,경기도 군포시 금정동 844,37.361727,126.935288,93,2002,기타,Y,Y,기타,N,031-390-0426,군포시청 건설과,2020-10-23,4020000,경기도 군포시
대야미역,경기도 군포시 대야1로 28,경기도 군포시 대야미동 229-1,37.328395,126.917221,56,2002,기타,Y,Y,기타,N,031-390-0426,군포시청 건설과,2020-10-23,4020000,경기도 군포시
재궁동주민센터,경기도 군포시 번영로550번길 25,경기도 군포시 금정동 850-4,37.358468,126.938815,11,2002,기타,Y,Y,수동식,N,031-390-0426,군포시청 건설과,2020-10-23,4020000,경기도 군포시
궁내동주민센터,경기도 군포시 고산로517번길 10,경기도 군포시 산본동 1148-7,37.359607,126.921216,5,2002,기타,Y,Y,수동식,N,031-390-0426,군포시청 건설과,2020-10-23,4020000,경기도 군포시
대야동주민센터,경기도 군포시 대야2로 139,경기도 군포시 대야미동 636-7,37.330218,126.915108,5,2002,기타,Y,Y,수동식,N,031-390-0426,군포시청 건설과,2020-10-23,4020000,경기도 군포시
아르피나 주차장 내,부산광역시 해운대구 해운대해변로 35,부산광역시 해운대구 우동1417,35.1646358362,129.1382346885,16,2004,단독형,Y,N,,N,051-740-3208,부산관광공사,2020-11-03,B552974,부산관광공사
오정동 주민센터,대전광역시 대덕구 한밭대로972번길 92,대전광역시 대덕구 오정동87-8,36.35384398,127.4098957,10,,,N,Y,수동식,N,042-608-5215,대전광역시 대덕구청,2020-09-21,3680000,대전광역시 대덕구
"대덕구청(본관,정문)",대전광역시 대덕구 대전로1033번길 20,대전광역시 대덕구 오정동500,36.34678377,127.4147157,14,,,Y,Y,기계식,N,042-608-5215,대전광역시 대덕구청,2020-09-21,3680000,대전광역시 대덕구
"대덕구청(본관,뒤)",대전광역시 대덕구 대전로1033번길 20,대전광역시 대덕구 오정동500,36.34678377,127.4147157,21,,,Y,N,,N,042-608-5215,대전광역시 대덕구청,2020-09-21,3680000,대전광역시 대덕구
대덕구청(별관),대전광역시 대덕구 대전로1033번길 20,대전광역시 대덕구 오정동500,36.34678377,127.4147157,7,,,Y,N,,N,042-608-5215,대전광역시 대덕구청,2020-09-21,3680000,대전광역시 대덕구
대덕구청 진입부,대전광역시 대덕구 대전로 1035,대전광역시 대덕구 오정동 753,36.34703536,127.4169985,7,,,N,N,,N,042-608-5215,대전광역시 대덕구청,2020-09-21,3680000,대전광역시 대덕구
대화동 주민센터,대전광역시 대덕구 동심5길 10,대전광역시 대덕구 대화동229-25,36.36645884,127.4113971,14,,,N,Y,수동식,N,042-608-5215,대전광역시 대덕구청,2020-09-21,3680000,대전광역시 대덕구
회덕동 주민센터,대전광역시 대덕구 대전로 1376,대전광역시 대덕구 읍내동344-1,36.376275,127.4214338,10,,,Y,Y,수동식,N,042-608-5215,대전광역시 대덕구청,2020-09-21,3680000,대전광역시 대덕구
읍내동 현대아파트 정문,대전광역시 대덕구 계족로761번길 24,대전광역시 대덕구 읍내동54,36.37891517,127.4262045,8,,,N,N,,N,042-608-5215,대전광역시 대덕구청,2020-09-21,3680000,대전광역시 대덕구
읍내동 회덕이용원 앞,대전광역시 대덕구 대전로1364번길 2,대전광역시 대덕구 읍내동336-11,36.37517127,127.4207369,8,,,N,N,,N,042-608-5215,대전광역시 대덕구청,2020-09-21,3680000,대전광역시 대덕구
읍내동 이가촌 앞,대전광역시 대덕구 아리랑로 141,대전광역시 대덕구 읍내동360-3,36.37380826,127.4198381,8,,,N,N,,N,042-608-5215,대전광역시 대덕구청,2020-09-21,3680000,대전광역시 대덕구
신대동 주공아파트 정문,대전광역시 대덕구 신탄진로 217,대전광역시 대덕구 신대동179,36.39975823,127.4208828,6,,,N,N,,N,042-608-5215,대전광역시 대덕구청,2020-09-21,3680000,대전광역시 대덕구
뜰앞에서 앞,대전광역시 대덕구 신탄진로 230,대전광역시 대덕구 와동 372-7,36.40083182,127.4230913,9,,,Y,Y,,N,042-608-5215,대전광역시 대덕구청,2020-09-21,3680000,대전광역시 대덕구
비래동 주민센터,대전광역시 대덕구 비래동로 10,대전광역시 대덕구 비래동140-5,36.35490718,127.4500177,7,,,Y,Y,수동식,N,042-608-5215,대전광역시 대덕구청,2020-09-21,3680000,대전광역시 대덕구
금성백조아파트 버스정류장,대전광역시 대덕구 우암로 464,대전광역시 대덕구 비래동 541,36.35840074,127.4508088,7,,,N,N,,N,042-608-5215,대전광역시 대덕구청,2020-09-21,3680000,대전광역시 대덕구
신일교회,대전광역시 대덕구 우암로 477,대전광역시 대덕구 비래동 541,36.35859374,127.4493348,7,,,N,N,,N,042-608-5215,대전광역시 대덕구청,2020-09-21,3680000,대전광역시 대덕구
금산고물상 앞,대전광역시 대덕구 우암로 472,대전광역시 대덕구 비래동 541,36.35861181,127.4502797,7,,,N,N,,N,042-608-5215,대전광역시 대덕구청,2020-09-21,3680000,대전광역시 대덕구
법1동 주민센터,대전광역시 대덕구 계족로663번길 36,대전광역시 대덕구 법동 283-3,36.37074498,127.4267616,7,,,Y,Y,수동식,N,042-608-5215,대전광역시 대덕구청,2020-09-21,3680000,대전광역시 대덕구
법1동 현대자동차 앞,대전광역시 대덕구 중리북로 12,대전광역시 대덕구 법동 287-6,36.36727358,127.428797,10,,,N,N,,N,042-608-5215,대전광역시 대덕구청,2020-09-21,3680000,대전광역시 대덕구
법2동 주민센터 뒤,대전광역시 대덕구 동춘당로 187,대전광역시 대덕구 법동 192-1,36.36720857,127.4308384,7,,,Y,N,,N,042-608-5215,대전광역시 대덕구청,2020-09-21,3680000,대전광역시 대덕구
법2동 하나은행 법동지점 옆,대전광역시 대덕구 동춘당로 171,대전광역시 대덕구 법동 193-3,36.36755242,127.4324448,7,,,Y,Y,수동식,N,042-608-5215,대전광역시 대덕구청,2020-09-21,3680000,대전광역시 대덕구
법2동 태극당안경원 앞,대전광역시 대덕구 동춘당로 161,대전광역시 대덕구 법동 194-4,36.36771058,127.4335645,6,,,N,N,,N,042-608-5215,대전광역시 대덕구청,2020-09-21,3680000,대전광역시 대덕구
신탄진동 주민센터,대전광역시 대덕구 신탄진로 830,대전광역시 대덕구 신탄진동120-1,36.451552,127.4293813,10,,,Y,Y,수동식,N,042-608-5215,대전광역시 대덕구청,2020-09-21,3680000,대전광역시 대덕구
