업체명,사업장구분,소재지도로명주소,소재지지번주소,위도,경도,차고지도로명주소,차고지지번주소,보유차고지수용능력,자동차총보유대수,승용차보유대수,승합차보유대수,전기승용자동차보유대수,전기승합자동차보유대수,경차요금,소형차요금,중형차요금,대형차요금,승합차요금,레저용차요금,수입차요금,평일운영시작시각,평일운영종료시각,주말운영시작시각,주말운영종료시각,공휴일운영시작시각,공휴일운영종료시각,휴무일,홈페이지주소,대표자명,전화번호,데이터기준일자,제공기관코드,제공기관명
극동오토렌탈,영업소,,경상북도 경산시 계양동 665-4,35.821803,128.751753,경상북도 경산시 진량읍 대학로 1442-6,,,6,5,1,0,0,,,,,,,,09:00,23:00,,,,,,,,053-817-8700,2020-10-26,5130000,경상북도 경산시
에이제이렌트카㈜,영업소,경상북도 경산시 대학로 104 (5층),,35.833657,128.734168,,경상북도 경산시 압량면 부적리 70-5,,5,5,0,0,0,,,,,,,,09:00,23:00,,,,,,,,053-817-4411,2020-10-26,5130000,경상북도 경산시
인스렌트카㈜,영업소,경상북도 경산시 압량면 청운2로 86 (앨리스 1층),,35.843629,128.756943,,"경상북도 경산시 중방동 838-15, 경상북도 경산시 남산면 상대리 575",,12,12,0,0,0,,,,,,,,09:00,23:00,,,,,,,,053-264-7100,2020-10-26,5130000,경상북도 경산시
㈜하나로렌트카,영업소,,경상북도 경산시 중방동 219-4,35.83352224,128.7336662,,경상북도 경산시 중방동 219-4,,16,15,1,0,0,,,,,,,,09:00,23:00,,,,,,,,053-801-3131,2020-10-26,5130000,경상북도 경산시
㈜알앤에이,영업소,경상북도 경산시 박물관로1길 10,,35.817003,128.760698,,경상북도 경산시 박물관로1길 10,,30,30,0,0,0,,,,,,,,09:00,23:00,,,,,,,,1644-5022,2020-10-26,5130000,경상북도 경산시
㈜롯데렌탈,영업소,경상북도 경산시 압량면 대학로 350,,35.840088,128.759122,,경상북도 경산시 압량면 부적리 306,,0,0,0,0,0,,,,,,,,09:00,23:00,,,,,,,,1566-1253,2020-10-26,5130000,경상북도 경산시
(유)더굿카,영업소,경상북도 경산시 박물관로1길 10,,35.8170711,128.760698,경상북도 경산시 박물관로1길 10,,,14,14,0,0,0,,,,,,,,09:00,23:00,,,,,,,,053-802-4242,2020-10-26,5130000,경상북도 경산시
영일렌트카,영업소,경상북도 경산시 하양읍 대경로 693-1,,35.90970217,128.816601,경상북도 경산시 하양읍 대경로 693-1,,,5,5,0,0,0,,,,,,,,09:00,23:00,,,,,,,,053-851-7444,2020-10-26,5130000,경상북도 경산시
(주)메트로렌탈엔투어,주사업장,"인천광역시 남동구 석정로 540-6, 상가 201호(간석동, 행복누리움)",,37.46506345,126.6947056,인천광역시 강화군 양도면 삼흥리 691-1,,96,88,85,3,0,0,,,,,,,,08:30,20:00,,,,,,,최양순,032-423-0301,2020-10-26,3530000,인천광역시 남동구
(주)뉴월드렌트카,주사업장,"인천광역시 남동구 호구포로 201, 820호(논현동, 두손지젤타워)",,37.40131294,126.7081694,인천광역시 연수구 테크노파크로 164,,83,75,74,1,0,0,,,,,,,,00:00,24:00,,,,,,,김영주,032-422-0093,2020-10-26,3530000,인천광역시 남동구
(주)세원렌트카,주사업장,"인천광역시 남동구 남동대로215번길 30, 인천종합비지니스센터 6층 603호(고잔동)",,37.40519616,126.6959471,인천광역시 옹진군 영흥면 내리 724-91,,62,68,68,0,0,0,,,,,,,,09:00,19:00,,,,,,,유창덕,032-505-8311,2020-10-26,3530000,인천광역시 남동구
㈜모두가치,주사업장,"서울특별시 영등포구 문래북로 116, 1202호(문래동3가, 트리플렉스)",,37.5194850543,126.8980390525,서울특별시 종로구 대학로 57(연건동) 홍익대학교 대학로 캠퍼스주차장,,,61,61,0,0,0,,,,,,,,09:00,18:00,,,,,,,,02-6671-8803,2020-06-29,3180000,서울특별시 영등포구
(주)한진,영업소,경상북도 영천시 금완로 14-2,,35.96047696,128.9295277,영천시 고경면 거곡로 227-33,,,0,0,0,0,0,,,,,,,,09:00,18:00,,,,,,,,054-336-4100,2020-06-26,5100000,경상북도 영천시
(주)오케이렌트카,영업소,경상북도 영천시 장수로 6,,35.96342597,128.9229757,경상북도 영천시 천문로 588,,,10,9,1,0,0,,,,,,,,09:00,18:00,,,,,,,,054-331-4565,2020-06-26,5100000,경상북도 영천시
메르세데스벤츠모빌리티코리아(주),주사업장,서울특별시 중구 한강대로 416,서울특별시 중구 봉래동2가 128,37.5555036322,126.9737513438,서울특별시 중구 한강대로 416 9층(남대문로5가),,,50,50,0,0,0,,,,,,,,09:00,19:00,,,,,,,,02-6456-2299,2020-10-07,1613000,국토교통부
(주)렌트투어,주사업장,서울특별시 중구 다산로 77,서울특별시 중구 신당동 353-81,37.5515321748,127.0077343154,서울특별시 중구 다산로 77 JK오피스텔  408호,,,62,62,0,0,0,,,,,,,,09:00,19:00,,,,,,,,1661-4958,2020-10-07,1613000,국토교통부
(주)아산운수,주사업장,서울특별시 용산구 새창로 213-12,서울특별시 용산구 한강로2가 2-36,37.5304894835,126.9680280952,서울특별시 용산구 새창로 213 - 12 한강현대하이엘 610호,,,77,77,0,0,0,,,,,,,,09:00,19:00,,,,,,,,02-588-1916,2020-10-07,1613000,국토교통부
㈜아산운수 파주 영업소,영업소,경기도 파주시 중앙로 237,경기도 파주시 금촌동 777-14,37.7575799622,126.7787774635,경기도 파주시 금촌동 777-14,,,8,8,0,0,0,,,,,,,,09:00,19:00,,,,,,,,000-0000-0000,2020-10-07,1613000,국토교통부
㈜아산운수 안산 영업소,영업소,경기도 안산시 상록구 선진6길 38,경기도 안산시 상록구 사동 1496-9,37.2813469919,126.8469829511,경기도 안산시 상록구 사동 1496-9,,,32,32,0,0,0,,,,,,,,09:00,19:00,,,,,,,,000-0000-0000,2020-10-07,1613000,국토교통부
광일렌트카(주),주사업장,서울특별시 용산구 원효로 86,서울특별시 용산구 원효로4가 118-38,37.5318509877,126.9536334585,서울특별시 용산구 원효로 86 2층,,,51,51,0,0,0,,,,,,,,09:00,19:00,,,,,,,,02-749-5272,2020-10-07,1613000,국토교통부
(주)렌트온,주사업장,서울특별시 용산구 한남대로10길 60,서울특별시 용산구 한남동 257-10,37.5331512883,127.0083681486,서울특별시 용산구 한남대로10길 60 한강정형외과의원 302호,,,50,50,0,0,0,,,,,,,,09:00,19:00,,,,,,,,02-798-2080,2020-10-07,1613000,국토교통부
에이알렌트서비스(주),주사업장,서울특별시 용산구 이태원로27가길 9,서울특별시 용산구 이태원동 123-5,37.5349664456,126.9947796095,서울특별시 용산구 이태원로27가길 9  4층,,,66,66,0,0,0,,,,,,,,09:00,19:00,,,,,,,,02-2249-9711,2020-10-07,1613000,국토교통부
건아렌트카(주),주사업장,서울특별시 용산구 독서당로 23,서울특별시 용산구 한남동 523-3,37.5306091021,127.0071680592,"서울특별시 용산구 독서당로 23 (한남동,전국빌딩)",,,13,13,0,0,0,,,,,,,,09:00,19:00,,,,,,,,02-798-2410,2020-10-07,1613000,국토교통부
건아렌트카㈜ 태백 영업소,영업소,강원도 태백시 서학로 861,강원도 태백시 황지동 산 176-28,37.1717117551,128.9587557678,강원도 태백시 황지동 산176-28,,,0,0,0,0,0,,,,,,,,09:00,19:00,,,,,,,,000-0000-0000,2020-10-07,1613000,국토교통부
건아렌트카㈜ 제천 영업소,영업소,충청북도 제천시 단양로 3016,충청북도 제천시 대랑동 270-19,37.0995837625,128.2484881805,충청북도 제천시 단양로 3016,,,51,51,0,0,0,,,,,,,,09:00,19:00,,,,,,,,000-0000-0000,2020-10-07,1613000,국토교통부
씨에스렌트카(주),주사업장,서울특별시 용산구 독서당로 22,서울특별시 용산구 한남동 522-1,37.5301631563,127.0078017996,"서울특별시 용산구 독서당로 22 1층(한남동, 동원베네스트)",,,247,247,0,0,0,,,,,,,,09:00,19:00,,,,,,,,02-798-0008,2020-10-07,1613000,국토교통부
씨에스렌트카㈜ 분당 영업소,영업소,경기도 성남시 분당구 성남대로172번길 24,경기도 성남시 분당구 금곡동 150,37.3508848789,127.1115074337,"경기도 성남시 분당구 성남대로172번길 24 , 822호",,,5,5,0,0,0,,,,,,,,09:00,19:00,,,,,,,,000-0000-0000,2020-10-07,1613000,국토교통부
씨에스렌트카㈜ 수원 영업소,영업소,경기도 수원시 팔달구 경수대로466번길 44,경기도 수원시 팔달구 인계동 1034-2,37.2668526551,127.0295004568,경기도 수원시 팔달구 인계동  1034-2,,,34,34,0,0,0,,,,,,,,09:00,19:00,,,,,,,,000-0000-0000,2020-10-07,1613000,국토교통부
(주)아톰렌트카,주사업장,서울특별시 용산구 청파로 303,서울특별시 용산구 청파동2가 114-3,37.5466650429,126.9700637274,서울특별시 용산구 청파로 303 2층(청파동2가),,,55,55,0,0,0,,,,,,,,09:00,19:00,,,,,,,,000-0000-0000,2020-10-07,1613000,국토교통부
(주)케이제이오토시스템,주사업장,서울특별시 용산구 독서당로 22,서울특별시 용산구 한남동 522-1,37.5301631563,127.0078017996,"서울특별시 용산구 독서당로 22  101동 115호(한남동,동원베네스트)",,,62,62,0,0,0,,,,,,,,09:00,19:00,,,,,,,,02-798-9077,2020-10-07,1613000,국토교통부
콜렌트카(주),주사업장,서울특별시 성동구 자동차시장1길 63,서울특별시 성동구 용답동 233-10,37.5608172627,127.0648040905,서울특별시 성동구 자동차시장1길 63 서울빌딩  302호,,,52,52,0,0,0,,,,,,,,09:00,19:00,,,,,,,,02-2243-2727,2020-10-07,1613000,국토교통부
㈜오케이렌트카의성영업소,영업소,경상북도 의성군 안계면 서부로 1772,경상북도 의성군 안계면 용기리 928-18,36.39140709,128.4332221,경상북도 의성군 안계면 서부로 1772,경상북도 의성군 안계면 용기리 928-1,,5,4,1,0,0,,,90000,,150000,,,00:00,24:00,,,,,연중무휴,없음,김종탁,054-862-6669,2020-06-30,5150000,경상북도 의성군
㈜일박이일렌트카의성영업소,영업소,경상북도 의성군 의성읍 홍술로 89-13,경상북도 의성군 의성읍 원당리 17-8,36.35580145,128.6866624,경상북도 의성군 의성읍 홍술로 89-13,경상북도 의성군 의성읍 원당리 17-8,,0,0,0,0,0,,,80000,,120000,,,00:00,24:00,,,,,연중무휴,없음,백종민,054-833-7575,2020-06-30,5150000,경상북도 의성군
㈜경동렌트카의성영업소,영업소,경상북도 의성군 의성읍 훙술로 89-13,경상북도 의성군 의성읍 원당리 17-8,36.3558018273,128.6866590793,경상북도 의성군 의성읍 홍술로 89-13,경상북도 의성군 의성읍 원당리 17-8,,0,0,0,0,0,,,80000,,120000,,,00:00,24:00,,,,,연중무휴,없음,서상기,054-833-7575,2020-06-30,5150000,경상북도 의성군
롯데렌탈(주),영업소,경상남도 통영시 광도면 남해안대로 1039,경상남도 통영시 광도면 죽림리 257-7,34.88630476,128.4143201,경상남도 통영시 무전대로 61,경상남도 통영시 무전대로 61,2,2,2,0,0,0,,,,,,,,09:00,18:00,,,,,,,,02-3404-9876,2020-10-23,5330000,경상남도 통영시
(주)세종통운렌트카,영업소,경상남도 통영시 무전7길 48,경상남도 통영시 무전동 684,34.86207963,128.4274162,경상남도 통영시 무전7길 48,경상남도 통영시 무전7길 48,20,20,18,2,0,0,,,,,,,,09:00,18:00,,,,,,,,055-644-0022,2020-10-23,5330000,경상남도 통영시
(주)조은렌트카,영업소,경상남도 통영시 안개4길 11-20,경상남도 통영시 무전동 994-6,34.85792491,128.4315301,경상남도 통영시 안개4길 11-20,경상남도 통영시 안개4길 11-20,20,11,9,2,0,0,,,,,,,,09:00,18:00,,,,,,,,055-647-0631,2020-10-23,5330000,경상남도 통영시
(주)성산렌트카,영업소,경상남도 통영시 무전7길 158,경상남도 통영시 무전동 852-10,34.86478437,128.422424,경상남도 통영시 무전7길 158,경상남도 통영시 무전7길 158,20,18,17,1,0,0,,,,,,,,09:00,18:00,,,,,,,,055-646-1999,2020-10-23,5330000,경상남도 통영시
(주)세정렌탈렌트카,영업소,경상남도 통영시 미나리길 78,경상남도 통영시 무전동 977-2,34.85736064,128.4338296,경상남도 통영시 미나리길 78,경상남도 통영시 미나리길 78,10,4,3,1,0,0,,,,,,,,09:00,18:00,,,,,,,,055-641-3999,2020-10-23,5330000,경상남도 통영시
(유)대한렌트카,영업소,경상남도 통영시 여황로 399-4,경상남도 통영시 북신동 702,34.85678256,128.4250417,경상남도 통영시 평인일주로 1106-22,경상남도 통영시 평인일주로 1106-22,20,11,10,1,0,0,,,,,,,,09:00,18:00,,,,,,,,055-644-6699,2020-10-23,5330000,경상남도 통영시
AJ렌트카,영업소,경상남도 통영시 안개4길 23-14,경상남도 통영시 무전동 996-1,34.8573761794,128.4320062644,경상남도 통영시 안개4길 23-24,경상남도 통영시 안개4길 23-24,10,3,3,0,0,0,,,,,,,,09:00,19:00,,,,,,,,055-646-2545,2020-10-23,5330000,경상남도 통영시
(주)참신렌트카,영업소,경상남도 통영시 통영해안로 463,경상남도 통영시 정량동 276-1,34.849699,128.4314269,경상남도 통영시 장대길 49-10,경상남도 통영시 장대길 49-10,20,12,9,3,0,0,,,,,,,,09:00,18:00,,,,,,,,055-645-1500,2020-10-23,5330000,경상남도 통영시
(주)한성렌트카,영업소,경상남도 통영시 도천상가안길73,경상남도 통영시 도천동 52-18,34.8395500567,128.4163253956,경상남도 통영시 광도면 죽림2로 13,경상남도 통영시 광도면 죽림2로 13,10,4,3,1,0,0,,,,,,,,09:00,18:00,,,,,,,,055-756-1188,2020-10-23,5330000,경상남도 통영시
(주)우리렌트카,영업소,경상남도 통영시 통영해안로 279-2,경상남도 통영시 항남동 129-15,34.84071334,128.4251013,경상남도 통영시 향교옆길 121,경상남도 통영시 향교옆길 121,10,9,8,1,0,0,,,,,,,,08:00,20:00,,,,,,,,055-646-8259,2020-10-23,5330000,경상남도 통영시
(주)서경렌트카,영업소,경상남도 통영시 미나리길 78,경상남도 통영시 무전동 977-2,34.85736064,128.4338296,경상남도 통영시 용남면 삼화음촌길 17-42,경상남도 통영시 용남면 삼화음촌길 17-42,20,14,14,0,0,0,,,,,,,,09:00,18:00,,,,,,,,055-641-3999,2020-10-23,5330000,경상남도 통영시
(주)블루렌트카,영업소,경상남도 통영시 안개로 47,경상남도 통영시 무전동 408-7,34.86010073,128.4304525,경상남도 통영시 안개로 47,경상남도 통영시 안개로 47,10,8,8,0,0,0,,,,,,,,09:00,18:00,,,,,,,,055-648-8456,2020-10-23,5330000,경상남도 통영시
㈜동아렌트카,영업소,경상남도 통영시 여황로 399-4,경상남도 통영시 북신동 702,34.85678256,128.4250417,경상남도 통영시 안개4길 87,경상남도 통영시 안개4길 87,10,8,7,1,0,0,,,,,,,,09:00,18:00,,,,,,,,055-648-6661,2020-10-23,5330000,경상남도 통영시
㈜우주렌터카,영업소,경상남도 통영시 광도면 죽림4로 19-38,경상남도 통영시 광도면 죽림리 1570-32,34.88627876,128.4187167,경상남도 통영시 용남면 신죽3길 30,경상남도 통영시 용남면 신죽3길 30,6,1,1,0,0,0,,,,,,,,09:00,18:00,,,,,,,,055-648-0316,2020-10-23,5330000,경상남도 통영시
㈜토탈렌트카,영업소,경상남도 통영시 중앙로 234,경상남도 통영시 북신동 109-13,34.85135443,128.4279996528,경상남도 통영시 용남면 신죽3길 30,경상남도 통영시 용남면 신죽3길 30,10,3,3,0,0,0,,,,,,,,09:00,18:00,,,,,,,,055-647-0317,2020-10-23,5330000,경상남도 통영시
뉴하이렌트카,영업소,경상남도 통영시 무전8길 22-27,경상남도 통영시 무전동 1033-4,34.85828238,128.4268826,경상남도 통영시 광도면 죽림2로 6-1,경상남도 통영시 광도면 죽림2로 6-1,10,3,3,0,0,0,,,,,,,,09:00,18:00,,,,,,,,055-853-7171,2020-10-23,5330000,경상남도 통영시
㈜피플카,주사업장,대전광역시 유성구 도안대로 563-1(봉명동),,36.350856,127.339711,,"충청북도 청주시 흥덕구 짐대로72번길 40, 5층",20,0,0,0,0,0,,,,,,,,09:00,18:00,09:00,18:00,09:00,18:00,,,강석현,042-716-5600,2019-06-30,6300000,대전광역시
㈜피플카,주사업장,대전광역시 유성구 도안대로 563-1(봉명동),,36.350856,127.339711,,충청남도 금산군 복수면 다복리 168-5,50,0,0,0,0,0,,,,,,,,09:00,18:00,09:00,18:00,09:00,18:00,,,강석현,042-716-5600,2019-06-30,6300000,대전광역시
㈜굿초이스,주사업장,대전광역시 유성구 진잠로149번길 31,,36.305046,127.317384,,충청북도 청주시 흥덕구 서촌동 596-1,53,40,25,0,15,0,,,,,,,,09:00,18:00,09:00,18:00,09:00,18:00,,,"최윤철, 이병희",042-542-4847,2019-06-30,6300000,대전광역시
㈜천지렌트카,주사업장,"대전광역시 유성구 동서대로656번길 31-24, 101-2호",,36.347609,127.308382,,"대전광역시 서구 둔산남로 50, 5층",5,16,16,0,0,0,,,,,,,,09:00,18:00,09:00,18:00,09:00,18:00,,,오명환,042-222-1490,2019-06-30,6300000,대전광역시
㈜천지렌트카,주사업장,"대전광역시 유성구 동서대로656번길 31-24, 101-2호",,36.347609,127.308382,,충청북도 옥천군 옥천읍 대천리 419-1,11,0,0,0,0,0,,,,,,,,09:00,18:00,09:00,18:00,09:00,18:00,,,오명환,042-222-1490,2019-06-30,6300000,대전광역시
㈜현대렌트카,주사업장,"대전광역시 대덕구 동서대로 1747, 2층(송촌동)",,36.352422,127.442455,,대전광역시 대덕구 동서대로 1747,92,159,154,5,0,0,,,,,,,,09:00,18:00,09:00,18:00,09:00,18:00,,,양기모,042-635-5055,2019-06-30,6300000,대전광역시
㈜현대렌트카,주사업장,"대전광역시 대덕구 동서대로 1747, 2층(송촌동)",,36.352422,127.442455,,대전광역시 유성구 노은동로 75번길 100(노은동),38,0,0,0,0,0,,,,,,,,09:00,18:00,09:00,18:00,09:00,18:00,,,양기모,042-635-5055,2019-06-30,6300000,대전광역시
㈜현대렌트카,주사업장,"대전광역시 대덕구 동서대로 1747, 2층(송촌동)",,36.352422,127.442455,,대전광역시 대덕구 송촌남로 8,47,0,0,0,0,0,,,,,,,,09:00,18:00,09:00,18:00,09:00,18:00,,,양기모,042-635-5055,2019-06-30,6300000,대전광역시
㈜현대렌트카,주사업장,"대전광역시 대덕구 동서대로 1747, 2층(송촌동)",,36.352422,127.4418950,,대전광역시 대덕구 송촌동 295-12,76,0,0,0,0,0,,,,,,,,09:00,18:00,09:00,18:00,09:00,18:00,,,양기모,042-635-5055,2019-06-30,6300000,대전광역시
㈜프로렌트카,주사업장,대전광역시 대덕구 덕암로 214(덕암동),,36.439488,127.423814,,충청남도 금산군 부리면 선원리 1215,123,127,111,13,3,0,,,,,,,,09:00,18:00,09:00,18:00,09:00,18:00,,,홍만기,042-934-5050,2019-06-30,6300000,대전광역시
㈜프로렌트카,주사업장,대전광역시 대덕구 덕암로 214(덕암동),,36.439488,127.423814,,충청북도 청주시 흥덕구 수의동 191-4,76,0,0,0,0,0,,,,,,,,09:00,18:00,09:00,18:00,09:00,18:00,,,홍만기,042-934-5050,2019-06-30,6300000,대전광역시
㈜나래렌트카,주사업장,"대전광역시 대덕구 한남로88번길 90, 2층(오정동)",,36.353744,127.415639,,"대전광역시 유성구 상대동 472-5, 주차장",42,143,133,10,0,0,,,,,,,,09:00,18:00,09:00,18:00,09:00,18:00,,,황득주,042-635-8272,2019-06-30,6300000,대전광역시
